gene_id	B_B7H3_CAR_T	B_BC_CAR_T	B_T_cell	E_B7H3_CAR_T	E_BC_CAR_T	E_T_cell	M_B7H3_CAR_T	M_BC_CAR_T	M_T_cell
gene-NME7	399	380	221	197	116	156	389	368	330
gene-LOC102152256	0	0	0	0	1	0	3	0	0
gene-ATP1B1	1076	1248	858	777	318	617	758	498	613
gene-LOC102152384	14	26	6	5	0	3	0	0	12
gene-LOC106559005	1	4	0	0	0	0	0	0	0
gene-LOC111096669	9	7	6	10	3	6	0	1	11
gene-LOC111096670	0	0	0	0	0	0	0	0	0
gene-DPT	7	3	8	4	1	2	0	3	0
gene-LOC111096671	0	0	0	0	0	0	0	0	0
gene-LOC102152546	0	0	0	0	0	0	0	0	0
gene-LOC102152496	0	0	0	0	0	0	0	0	0
gene-LOC490356	1456	600	461	384	509	180	688	452	512
gene-LOC102152661	0	0	0	0	0	0	0	0	0
gene-LOC119872530	0	0	0	0	0	0	0	0	0
gene-LOC111096672	0	0	0	0	0	0	0	0	0
gene-TBX19	111	289	189	145	122	44	71	35	143
gene-LOC119872750	0	0	2	3	1	1	1	0	0
gene-SFT2D2	1789	1607	1734	1736	1223	1343	1388	1216	1182
gene-TIPRL	3163	2368	1788	2226	2234	1606	2089	2919	1733
gene-GPR161	2	9	17	12	11	17	4	4	2
gene-DCAF6	2064	1791	1668	2007	1574	1371	2114	2178	1859
gene-MPC2	2920	3230	2200	2371	2540	1716	2054	2458	1864
gene-LOC119872531	4	48	23	12	17	6	6	7	8
gene-ADCY10	4	5	7	7	4	6	7	7	6
gene-LOC119876438	0	0	0	0	0	0	0	0	0
gene-MPZL1	175	154	398	111	114	103	866	809	453
gene-TRNAP-AGG-4	0	0	0	0	0	0	0	0	0
gene-TRNAP-CGG-3	0	0	0	0	0	0	0	0	0
gene-LOC111096673	352	378	403	264	229	303	97	154	232
gene-RCSD1	19587	20731	19215	14931	13668	13216	7997	7337	10364
gene-LOC119872533	85	40	67	63	40	56	17	31	55
gene-LOC119872748	0	3	11	8	0	2	0	0	0
gene-LOC119872751	13	17	23	15	7	1	0	0	1
gene-LOC119872532	6	14	0	1	2	11	1	0	0
gene-CREG1	1800	1262	797	925	920	800	1328	1469	1053
gene-CD247	12113	16027	15384	15704	10552	11658	9642	6800	14546
gene-POU2F1	3563	3060	2306	2505	2289	1819	2420	2166	1801
gene-LOC102156545	0	0	0	0	0	0	0	0	0
gene-LOC106559032	35	23	31	14	16	39	35	33	27
gene-STYXL2	49	59	11	78	74	0	372	167	5
gene-GPA33	10	3	29	23	30	12	127	41	36
gene-LOC111096674	0	0	0	0	0	0	0	0	0
gene-LOC102154001	53	75	127	47	43	16	207	120	84
gene-LOC119872758	0	0	0	0	0	0	0	0	0
gene-MAEL	401	336	236	32	21	2	17	32	54
gene-ILDR2	36	37	20	22	6	31	53	42	32
gene-LOC111096675	0	0	0	0	0	0	0	0	0
gene-LOC111096677	7	1	0	5	2	6	0	1	0
gene-LOC119872534	0	2	0	0	0	0	0	0	0
gene-TADA1	1717	1943	1396	1688	1367	1209	1152	1497	1073
gene-POGK	2079	1379	810	1088	1130	1088	1864	2195	1040
gene-LOC119872738	0	0	0	2	0	0	1	0	0
gene-FMN2	17	2	0	0	10	0	2	8	0
gene-LOC119872535	0	0	0	0	0	0	0	0	0
gene-GREM2	0	0	0	0	6	0	0	0	0
gene-LOC119872757	0	0	0	0	0	0	0	0	0
gene-LOC490368	0	0	0	0	0	0	0	0	0
gene-RGS7	0	0	0	2	1	0	0	4	0
gene-LOC119872537	0	0	0	0	0	0	0	0	0
gene-LOC119872536	0	0	0	0	0	0	0	0	0
gene-LOC102155155	0	0	0	0	0	0	0	0	0
gene-LOC111096678	0	0	0	0	0	0	0	0	0
gene-LOC119872538	0	0	0	0	0	0	0	0	0
gene-LOC102151241	0	0	0	0	0	0	0	0	0
gene-FH	5392	3308	2366	2662	3194	1889	3047	4710	2375
gene-LOC106559037	0	0	0	0	0	0	5	3	0
gene-KMO	10	19	48	1	1	17	46	95	90
gene-OPN3	294	276	369	329	245	219	374	377	275
gene-CHML	3332	3113	2416	2841	2303	2506	2560	3224	2386
gene-WDR64	30	42	18	41	20	37	17	18	17
gene-LOC119872788	0	0	0	0	0	0	0	0	0
gene-LOC111096683	0	0	0	0	0	0	0	0	0
gene-LOC111096890	0	0	0	0	0	0	0	0	0
gene-LOC119872749	0	0	0	0	0	0	0	0	0
gene-EXO1	3401	1087	635	1063	1989	418	1455	2771	777
gene-BECN2	0	0	0	0	0	0	0	0	0
gene-MAP1LC3C	0	0	0	0	0	0	0	0	0
gene-PLD5	0	0	0	0	0	0	0	0	0
gene-LOC111096684	0	0	0	1	0	0	0	0	0
gene-LOC111096686	0	0	0	0	0	0	0	0	0
gene-LOC102156070	0	0	0	0	0	0	0	0	0
gene-LOC102156210	0	0	0	0	0	0	0	0	0
gene-LOC119877746	120	134	114	123	117	134	105	105	72
gene-LOC119872676	0	0	0	0	0	0	0	0	0
gene-LOC100688081	0	0	0	0	0	0	0	1	0
gene-LOC119872539	0	0	0	0	0	0	0	0	0
gene-LOC111096688	0	0	0	0	0	0	0	0	0
gene-CEP170	4065	3953	2894	3487	2901	2301	3850	3520	3484
gene-LOC111096691	0	16	15	9	4	5	1	2	6
gene-MIR350	0	0	0	0	0	0	0	0	0
rna-NR_049346.1	0	0	0	0	0	0	0	0	0
gene-LOC111096690	6	0	10	5	1	6	5	0	3
gene-SDCCAG8	738	775	648	760	465	557	626	369	633
gene-LOC106559039	2	0	0	0	1	0	0	1	0
gene-LOC111096692	7	21	7	0	4	3	0	0	9
gene-LOC111096693	0	0	0	0	0	0	4	0	0
gene-LOC119872541	6	0	3	1	5	9	0	0	0
gene-LOC119872540	797	1008	1097	1109	763	989	813	615	970
gene-AKT3	2425	2638	2471	2695	1638	2091	2486	1541	2541
gene-LOC111096848	2	0	0	2	0	0	0	0	0
gene-LOC111096694	6	12	4	2	0	1	4	0	0
gene-LOC111096697	0	0	0	0	0	0	5	0	0
gene-LOC111096695	0	0	0	0	0	0	0	0	0
gene-LOC111096696	15	32	47	4	0	9	58	32	21
gene-ZBTB18	950	1154	1363	1374	746	1023	902	618	918
gene-LOC119872677	0	0	0	0	0	0	0	0	0
gene-LOC111096699	0	0	0	0	0	0	0	0	0
gene-LOC111096700	0	0	0	0	1	0	0	0	0
gene-LOC111096891	0	0	0	0	0	0	0	0	0
gene-C7H1orf100	4	0	0	0	0	0	3	0	0
gene-LOC111096701	6	2	0	4	0	0	2	5	0
gene-LOC119872542	76	55	41	45	53	40	35	35	55
gene-ADSS2	10827	10281	7618	7998	7082	5576	6407	7376	6741
gene-CATSPERE	0	1	0	1	4	5	3	0	10
gene-LOC102151323	0	0	0	0	0	0	0	0	0
gene-LOC111096702	0	0	3	0	0	0	3	1	0
gene-DESI2	3136	2194	1918	2291	2297	1745	2114	2782	1779
gene-LOC102151695	9	20	8	9	4	8	6	2	2
gene-LOC111096703	0	0	0	4	0	0	3	0	0
gene-LOC119872543	0	0	0	0	0	3	0	0	0
gene-LOC111096704	30	28	7	16	12	15	39	30	34
gene-LOC111096705	0	0	0	1	0	0	12	4	0
gene-COX20	1194	1414	1039	1368	1034	1254	990	939	785
gene-HNRNPU	51933	41908	32017	39497	38553	26707	30618	40049	25694
gene-LOC119872544	0	0	0	2	0	0	0	0	0
gene-EFCAB2	176	326	225	228	126	124	205	174	162
gene-MIR7180	0	0	0	0	0	0	0	0	0
rna-NR_128839.1	0	0	0	0	0	0	0	0	0
gene-KIF26B	1	28	2	4	2	18	19	47	18
gene-TRNAK-CUU-13	0	0	0	0	0	0	0	0	0
gene-LOC111096707	0	0	0	0	0	0	0	0	0
gene-LOC119872545	0	0	0	0	0	0	0	3	0
gene-SMYD3	779	896	605	553	446	572	558	468	485
gene-LOC111096709	0	0	0	0	5	0	0	0	0
gene-LOC119872546	0	0	0	0	0	3	0	0	0
gene-LOC111096708	0	0	0	0	0	0	0	0	0
gene-LOC102152361	89	74	88	65	108	69	92	119	81
gene-TFB2M	3760	2992	2043	2589	2531	1700	2858	4230	1983
gene-LOC100688932	5	2	8	6	5	6	10	11	5
gene-CNST	1396	1449	1343	1308	952	1053	849	795	1150
gene-LOC111096711	0	0	0	1	1	0	0	0	0
gene-LOC102152520	6	2	0	0	0	0	0	3	4
gene-LOC102152941	0	0	0	0	0	0	0	0	0
gene-SCCPDH	1638	1462	1078	1594	1669	1102	1836	2085	1478
gene-MIR8881	0	0	0	0	4	0	0	1	3
rna-NR_128838.1	0	0	0	0	0	0	0	0	0
gene-LOC102153289	6	0	4	20	2	2	3	3	1
gene-AHCTF1	14813	11065	8822	9657	8649	7543	9029	10571	8421
gene-LOC119872759	0	6	0	6	6	6	9	0	0
gene-LOC111096892	0	0	0	0	0	0	0	0	0
gene-LOC119872784	0	0	0	0	0	0	0	0	0
gene-LOC102153356	0	0	0	0	0	0	0	0	1
gene-CDC42BPA	780	945	482	575	556	561	338	352	259
gene-LOC119872773	0	0	0	0	0	0	0	0	0
gene-LOC102153398	8	1	0	1	0	0	0	0	0
gene-COQ8A	3188	4117	4566	3592	2461	3150	1573	1225	2742
gene-PSEN2	966	1067	1165	527	465	388	345	224	594
gene-LOC111096893	0	0	0	0	0	0	0	0	0
gene-LOC111096713	0	18	7	7	4	0	5	0	0
gene-LOC111096714	0	0	0	2	3	0	0	4	0
gene-ITPKB	10597	14165	11544	10656	7302	7638	9306	4453	8521
gene-LOC111096715	62	48	56	72	20	16	33	10	26
gene-LOC119872549	84	108	135	114	71	124	60	39	74
gene-STUM	0	0	4	9	5	0	0	1	0
gene-LOC111096894	0	0	0	0	0	0	0	0	0
gene-LOC102154630	6	6	0	0	0	0	0	0	2
gene-PARP1	15824	12499	10123	9151	9848	7655	11463	13391	8789
gene-LOC119872550	13	45	42	38	28	57	47	24	24
gene-LOC111096716	23	34	17	26	23	41	22	19	14
gene-LIN9	1665	879	656	889	970	597	669	953	698
gene-MIXL1	0	1	2	0	0	0	2	0	2
gene-LOC119872636	0	0	0	0	0	0	0	0	0
gene-ACBD3	1968	1602	1583	1482	1323	1113	2044	1746	1761
gene-LOC102154903	0	0	0	3	0	0	1	0	0
gene-H3-3A	19879	19719	17979	15979	11806	11572	13170	10218	15741
gene-LOC119872678	6	24	7	17	8	4	11	6	1
gene-LOC111096928	0	0	0	0	0	0	0	0	0
gene-SDE2	3715	3423	2805	3076	2696	2008	3470	3792	2883
gene-LOC490387	0	0	0	0	0	0	0	0	2
gene-LOC102151399	110	129	67	116	93	114	181	166	110
gene-PYCR2	8245	7003	5943	6559	6212	4892	5103	5728	5079
gene-LEFTY1	0	0	0	2	0	0	0	0	0
gene-TMEM63A	3308	6837	6295	6919	3473	6600	2695	2109	3174
gene-LOC111096719	89	141	98	129	64	79	28	29	16
gene-EPHX1	2057	2712	2683	1489	1082	1261	448	267	548
gene-LOC119872551	9	28	26	12	2	20	5	1	6
gene-SRP9	4990	5473	4267	4615	4020	3094	5495	5861	4724
gene-LOC102155860	0	0	0	0	0	0	0	0	0
gene-LOC111096720	0	0	0	0	0	0	0	0	0
gene-LOC102155950	0	0	0	0	0	0	0	0	0
gene-ENAH	8	30	21	2	15	10	51	41	48
gene-LOC119872554	8	43	64	36	11	56	57	32	17
gene-LOC119872552	105	200	389	179	75	131	439	227	336
gene-LBR	27014	27297	22782	25090	20894	19269	15411	13454	16968
gene-DNAH14	4	8	0	5	1	9	4	2	8
gene-LOC119872556	0	0	0	0	0	0	0	0	0
gene-LOC111096895	0	5	0	0	0	0	0	0	0
gene-LOC100855683	0	0	0	0	0	0	0	1	0
gene-CNIH3	0	1	2	6	0	0	12	4	6
gene-LOC111096721	0	0	0	0	0	0	0	0	0
gene-LOC119872557	0	0	0	0	0	0	0	0	0
gene-LOC102156662	99	107	57	46	36	53	68	45	67
gene-LOC119872558	0	3	0	4	0	3	3	0	0
gene-WDR26	11836	12890	10387	11189	8574	8016	11487	9276	9961
gene-CNIH4	2017	1342	1196	1298	1456	1005	1238	1654	1254
gene-NVL	4416	4161	3136	3475	2779	2849	2882	2888	2788
gene-LOC119872679	9	13	0	22	8	27	24	19	14
gene-DEGS1	8644	7102	6736	6700	5861	5366	7695	9026	7602
gene-LOC119872559	36	97	54	86	54	63	45	50	21
gene-FBXO28	2877	2963	2558	2841	2041	2154	2277	2238	2423
gene-LOC119872770	0	0	0	5	1	0	0	2	0
gene-TRNAM-CAU	0	0	0	0	3	0	0	0	0
gene-LOC102157245	0	4	8	7	14	12	13	4	13
gene-LOC119872560	0	0	0	3	0	1	0	0	0
gene-TP53BP2	8336	6980	5755	5937	5125	4092	5415	5514	4608
gene-CAPN2	7157	7220	6302	7732	6342	5268	10330	9565	8729
gene-CAPN8	0	0	0	0	0	0	9	14	8
gene-LOC119872561	0	0	0	0	0	0	0	0	0
gene-LOC111096723	0	0	0	0	0	0	0	0	0
gene-LOC490399	0	0	0	0	0	0	0	0	0
gene-CD5L	0	0	0	0	0	0	0	0	0
gene-FCRL1	0	7	28	0	0	4	65	33	22
gene-FCRL2	0	9	99	1	0	16	400	302	154
gene-FCRL3	0	0	23	0	0	0	3	5	0
gene-LOC119872681	0	11	6	1	21	0	155	129	88
gene-LOC119872682	0	0	0	0	0	0	0	0	0
gene-FCRL4	3	16	30	3	9	21	71	102	48
gene-FCRL5	158	173	566	126	16	389	1240	779	896
gene-LOC119872683	0	0	0	0	0	0	0	0	0
gene-LOC111096929	0	0	0	0	0	0	4	4	0
gene-LOC119876417	0	0	0	0	0	0	0	0	0
gene-LOC119872638	0	0	0	1	0	0	1	0	0
gene-LOC100682670	377	771	731	655	696	441	347	241	476
gene-LOC111096725	0	15	94	14	1	3	295	149	119
gene-LOC102152407	3362	4769	4305	4590	3272	3955	5597	4190	6039
gene-LOC119872765	0	0	0	0	0	0	0	0	0
gene-LOC612059	5	8	0	5	0	4	46	18	23
gene-LOC119872684	0	0	0	0	0	6	1	0	0
gene-ETV3	4051	4792	4323	4734	3202	3864	3281	3134	3398
gene-LOC119876419	4	20	13	24	18	11	8	13	0
gene-ETV3L	0	3	4	4	0	5	0	0	0
gene-LOC102152973	0	0	0	1	2	0	0	0	0
gene-LOC119872764	0	0	0	0	0	0	0	0	0
gene-ARHGEF11	262	628	916	838	451	1099	1976	1412	2368
gene-LOC119872562	0	0	0	0	0	0	0	0	2
gene-LOC119872563	0	8	6	2	0	0	0	9	12
gene-LRRC71	404	683	683	579	314	495	258	218	455
gene-PEAR1	511	945	1112	1028	425	1170	237	130	404
gene-NTRK1	28	120	52	127	90	169	73	420	58
gene-INSRR	234	367	569	333	88	668	180	56	414
gene-LOC111096728	52	68	26	43	27	34	29	20	64
gene-SH2D2A	2578	3852	3358	4559	2864	3163	2484	1441	4143
gene-PRCC	3085	2982	2884	3116	2657	2440	2048	2465	1902
gene-LOC102154372	18	25	12	39	16	9	21	11	29
gene-HDGF	16927	9270	7956	8076	11896	5698	9057	13655	7873
gene-MRPL24	4232	2769	2291	2621	2587	1798	2000	3154	1890
gene-RRNAD1	3395	3082	2959	3552	2835	2789	2900	3541	2516
gene-ISG20L2	4652	3097	2144	2740	2757	2143	2426	2931	2216
gene-CRABP2	8	2	4	9	2	3	12	14	0
gene-LOC119872564	0	0	0	1	0	0	0	0	0
gene-NES	0	0	0	0	0	0	0	0	0
gene-BCAN	0	0	0	0	0	0	0	0	0
gene-HAPLN2	0	0	0	0	0	0	0	0	0
gene-GPATCH4	5432	4248	2969	3726	3721	2809	2743	4234	1844
gene-NAXE	3594	3275	2569	2821	2414	2053	2534	2637	2196
gene-TTC24	12	0	0	0	0	0	0	0	0
gene-IQGAP3	4971	2540	2196	3683	4352	2201	2544	3398	2136
gene-MEF2D	4019	5470	5202	5173	3272	3683	5925	4380	5136
gene-LOC119872565	8	62	19	33	17	6	39	10	26
gene-LOC111096731	0	16	3	8	3	6	6	7	15
gene-LOC119872566	0	5	2	4	3	2	5	1	7
gene-MIR9-1	0	0	0	0	0	0	0	0	0
rna-NR_049351.1	0	0	0	0	0	0	0	0	0
gene-LOC119872685	0	0	0	0	0	2	2	0	0
gene-RHBG	0	0	5	1	1	2	12	1	0
gene-TSACC	110	232	87	198	96	121	230	256	154
gene-CCT3	24420	15743	11342	12452	14566	9160	15023	22121	12285
gene-GLMP	4166	7897	5973	5232	2857	4036	4752	3385	5041
gene-TMEM79	317	840	675	557	260	658	295	222	398
gene-SMG5	9342	7614	6418	7309	6028	5516	6605	8586	5677
gene-PAQR6	515	660	604	544	513	412	524	686	564
gene-BGLAP	223	218	155	266	190	213	197	168	131
gene-SLC25A44	3923	3537	3295	4205	3242	3112	3171	3188	2791
gene-LOC111096733	1117	960	756	943	680	679	777	739	833
gene-SEMA4A	10872	13076	11083	11071	7236	8142	6217	6134	6666
gene-LMNA	10627	3003	1674	4963	11352	1470	16254	39210	6608
gene-LOC111096735	0	0	0	0	0	0	0	0	0
gene-MEX3A	0	0	0	7	4	0	14	23	0
gene-RAB25	23	87	258	100	44	136	179	66	268
gene-LAMTOR2	1818	1620	1767	1624	1408	1390	2394	2443	1983
gene-UBQLN4	1655	1973	1750	2304	1261	2264	1601	1993	1542
gene-LOC102151322	4	3	5	5	5	3	4	5	6
gene-SSR2	11009	12816	11273	11567	7637	8576	18466	14440	12180
gene-ARHGEF2	10769	10626	10397	9107	7726	7821	8779	8955	8654
gene-LOC119876447	169	267	195	314	134	282	162	97	155
gene-LOC119876446	0	9	0	3	5	1	0	0	11
gene-KHDC4	2260	2376	1850	2157	1444	1786	1489	1249	1430
gene-LOC119872739	12	54	25	16	8	17	18	16	10
gene-LOC111096736	19	58	31	33	12	19	21	10	14
gene-RIT1	3873	4897	4584	4388	2417	3459	3396	2784	3542
gene-SYT11	1363	1714	766	966	689	465	1627	881	1378
gene-LOC490422	4906	5227	4212	4716	3587	3518	3954	3879	3533
gene-MSTO1	862	889	765	966	787	856	811	1035	747
gene-DAP3	4849	3914	3368	4003	3919	2762	3103	3660	2587
gene-LOC111096737	19	35	33	42	2	17	5	9	28
gene-ASH1L	6602	7963	5599	6631	4431	5142	4946	4095	4699
gene-RUSC1	682	1059	1074	1053	963	1045	2061	1741	1669
gene-FDPS	21553	17873	13188	15431	16407	8573	22208	14579	13528
gene-PKLR	16	72	0	80	22	18	33	3	7
gene-HCN3	269	353	249	309	185	156	153	159	131
gene-CLK2	4985	5384	5037	5243	3696	4443	4284	3706	4002
gene-SCAMP3	2209	2424	2312	2469	2116	1938	2311	2790	1712
gene-FAM189B	3267	3021	2555	2896	2362	2238	2312	2665	2081
gene-LOC119872567	46	41	21	31	17	30	37	40	40
gene-GBA	863	1288	1230	1176	649	726	1392	981	1479
gene-MTX1	2347	1381	1115	1263	1460	820	1400	2159	1099
gene-LOC119881556	4	0	0	0	0	8	6	1	2
gene-THBS3	7	30	33	39	23	14	27	16	24
gene-MIR92B	0	0	0	0	0	0	0	0	0
rna-NR_049345.1	0	0	0	0	0	0	0	0	0
gene-MUC1	10	45	10	7	11	13	1	3	4
gene-TRIM46	123	238	198	147	116	92	129	96	205
gene-KRTCAP2	6101	7143	5771	4531	2816	3515	5560	4000	4815
gene-DPM3	1241	1536	1478	1572	783	1335	1093	1013	1273
gene-SLC50A1	1267	1044	1054	1362	1194	978	1136	1368	924
gene-EFNA1	4	1	4	5	0	0	22	4	5
gene-EFNA3	9	28	63	38	18	59	60	30	28
gene-LOC119872568	0	0	0	0	0	0	0	0	0
gene-EFNA4	13	48	24	31	7	36	15	30	17
gene-ADAM15	543	1792	1287	1339	602	2009	846	589	884
gene-LOC119872569	37	164	167	206	33	264	49	27	102
gene-DCST1	5	29	48	46	15	72	18	2	7
gene-DCST2	117	240	299	380	111	370	118	60	154
gene-ZBTB7B	3374	5585	6212	6616	4137	6597	4983	4262	5758
gene-LENEP	1	5	5	8	2	0	5	7	6
gene-FLAD1	2393	2275	1706	1957	1752	1570	2085	2849	1601
gene-CKS1B	4131	2042	2301	2617	2805	1740	2153	2734	1970
gene-SHC1	7342	7518	8097	8223	5531	6690	6347	5356	6659
gene-PYGO2	2626	3366	3334	3629	2606	3125	2257	2397	2693
gene-PBXIP1	3726	7520	8735	7019	3537	6742	5211	2993	8381
gene-PMVK	806	1119	769	1070	561	837	607	473	651
gene-KCNN3	58	94	66	91	39	76	29	17	83
gene-LOC119872570	2	2	2	9	7	0	4	0	0
gene-LOC111096738	9	35	19	21	8	6	12	5	16
gene-LOC119872571	588	675	521	356	189	359	452	364	376
gene-LOC119872572	31	19	22	11	9	22	1	4	10
gene-ADAR	16723	17549	14739	13557	11009	9325	11870	11389	13361
gene-CHRNB2	194	142	91	45	99	53	88	72	183
gene-UBE2Q1	9688	9823	8908	8352	6632	6710	7809	7309	7778
gene-SHE	12	52	42	30	13	46	62	13	111
gene-IL6R	968	1977	2185	1841	1212	1737	5761	3539	4258
gene-LOC119872573	19	15	11	15	11	17	20	5	5
gene-ATP8B2	8396	12289	11166	9626	6377	9279	10316	7641	9886
gene-LOC102151891	80	144	66	122	42	91	59	60	68
gene-AQP10	87	151	111	150	30	153	103	55	56
gene-HAX1	3285	3151	2291	2915	2264	1956	3549	3585	2253
gene-UBAP2L	8722	6772	5438	5487	5757	4322	6342	7767	4802
gene-LOC119872736	0	3	9	0	1	5	6	2	2
gene-C7H1orf43	3960	3796	2896	3546	2615	2395	3299	3312	2888
gene-MIR190B	0	0	0	0	0	0	0	0	0
rna-NR_049462.1	0	0	0	0	0	0	0	0	0
gene-TPM3	71175	45719	39679	36893	41778	26844	34086	39076	40648
gene-LOC111096741	9	5	11	5	3	7	12	6	8
gene-LOC111096742	173	269	181	199	160	143	134	131	113
gene-NUP210L	139	205	74	206	82	157	98	124	70
gene-LOC100688727	3	0	0	0	0	3	0	0	0
gene-RPS27	25800	40266	35591	34213	21626	29101	23678	19204	23001
gene-RAB13	1047	1414	312	784	721	264	2249	1366	1390
gene-JTB	3897	4026	3513	4310	3097	3026	4158	4140	3636
gene-CREB3L4	259	338	333	262	210	226	221	196	309
gene-SLC39A1	2816	2386	1950	2360	2178	1713	2250	2711	1857
gene-CRTC2	3026	3034	2903	3193	2839	2265	2621	2882	2555
gene-DENND4B	12004	13838	11382	12764	10407	9071	8551	9208	8151
gene-GATAD2B	5462	5914	4577	5469	3847	3910	3294	2868	3427
gene-SLC27A3	1554	2143	3126	1948	1324	2083	1353	1068	1663
gene-INTS3	2434	2139	1949	2009	1505	1709	2105	1915	1951
gene-LOC119877486	22	11	14	24	12	17	18	6	9
gene-LOC119881549	0	0	0	0	0	0	1	0	0
gene-LOC119872575	312	291	245	289	258	148	269	323	211
gene-LOC102154320	0	0	0	0	0	9	0	1	0
gene-NPR1	0	0	0	3	0	5	0	0	1
gene-LOC119872577	0	0	0	2	1	0	0	0	0
gene-TRNAM-CAU-2	0	0	0	0	0	0	0	0	0
gene-ILF2	23340	14412	10817	10796	12404	7417	10114	15529	9570
gene-SNAPIN	1374	1962	2045	1857	1195	1331	1471	1196	1743
gene-CHTOP	9816	9044	7554	9238	7229	6445	6500	6793	6151
gene-S100A13	23	5	26	7	13	16	28	9	6
gene-S100A1	0	0	8	3	0	12	0	0	0
gene-LOC119872578	5	4	0	10	1	1	0	0	1
gene-S100A14	0	7	0	1	6	0	2	3	19
gene-S100A16	4	0	2	1	0	0	0	0	3
gene-S100A2	401	405	276	305	272	167	514	293	442
gene-S100A3	0	4	0	9	0	0	0	5	9
gene-S100A4	6884	5582	7346	5997	5665	4746	13863	8686	22824
gene-S100A5	6	18	14	17	7	10	24	21	45
gene-S100A6	5036	8137	7350	7350	5587	5446	6584	4203	8718
gene-LOC102156046	11	27	15	63	15	38	55	27	40
gene-S100A8	18	21	6	14	76	0	282	95	31
gene-S100A12	11	17	0	0	21	0	55	55	0
gene-S100A9	100	121	70	123	264	45	351	132	174
gene-LOC119876420	0	0	0	0	0	0	0	0	0
gene-LOC119872686	0	7	0	4	2	0	0	1	0
gene-LOC119872687	0	0	0	0	0	0	0	0	0
gene-SMAD2	5484	5324	5003	4899	3139	4302	3769	3427	4391
gene-LOC111096745	0	0	0	0	0	0	0	0	0
gene-LOC102156787	0	0	0	0	0	0	0	0	0
gene-LOC111096896	0	0	0	0	0	0	0	0	0
gene-LOC119872762	0	0	0	0	0	0	0	0	0
gene-SKOR2	0	0	0	0	0	0	0	0	0
gene-IER3IP1	27	44	7	43	14	41	40	66	12
gene-LOC111096746	1530	2957	2773	2774	1616	2480	2178	2193	2591
gene-HDHD2	869	516	449	341	431	241	605	748	435
gene-LOC106559052	0	3	0	4	4	0	5	2	0
gene-KATNAL2	20	24	30	41	15	20	40	36	5
gene-PIAS2	1818	1717	1220	1125	1113	739	1473	1462	1168
gene-ST8SIA5	0	3	7	0	1	0	2	3	0
gene-LOXHD1	0	5	0	2	4	0	22	3	7
gene-RNF165	0	0	5	2	4	1	1	3	7
gene-C7H18orf25	2198	2135	1692	1799	1464	1457	1761	1371	1441
gene-LOC119872639	0	0	7	3	3	1	0	0	0
gene-LOC111096930	0	0	4	0	3	0	1	0	2
gene-HAUS1	1649	1088	826	887	929	611	814	1147	680
gene-ATP5F1A	38197	26827	20179	23309	25158	14671	27956	32737	22838
gene-PSTPIP2	175	309	328	235	89	157	1040	661	552
gene-EPG5	5400	6102	4791	5621	3591	4719	4342	3215	4049
gene-SIGLEC15	0	2	0	2	0	0	0	0	0
gene-LOC119872688	0	0	0	0	0	0	0	0	0
gene-LOC119872689	0	0	0	0	0	0	6	0	0
gene-SLC14A1	231	312	843	297	97	442	1545	990	1246
gene-LOC119872584	0	7	4	0	5	2	32	15	17
gene-LOC119881550	10	18	16	30	13	22	45	43	41
gene-LOC119872583	5	35	32	6	8	15	25	38	26
gene-LOC119872581	0	0	0	0	0	0	0	0	0
gene-SLC14A2	0	0	0	0	0	0	0	0	0
gene-LOC119872582	0	0	0	0	0	0	0	0	0
gene-LOC111096750	0	0	0	0	0	0	0	0	0
gene-LOC111096751	23	122	35	37	60	20	71	52	54
gene-SETBP1	1255	2856	667	823	945	138	1235	636	860
gene-LOC119872585	0	0	0	0	2	0	0	0	1
gene-LOC102152726	0	0	0	0	0	0	0	8	0
gene-LOC111096752	0	0	2	2	2	0	6	0	0
gene-LOC111096897	0	0	0	0	0	0	0	0	0
gene-LOC111096898	0	0	0	0	0	0	0	0	0
gene-LOC100683509	0	0	0	0	0	0	0	0	0
gene-LOC111096754	0	0	0	0	0	0	0	0	0
gene-LOC111096899	0	0	0	0	0	0	0	0	0
gene-LOC111096755	0	0	0	1	0	0	0	0	0
gene-LOC100683585	0	0	0	0	0	0	0	0	0
gene-LOC102152974	0	0	0	0	0	0	0	0	0
gene-LOC100685211	0	0	0	0	0	0	0	0	0
gene-SYT4	0	0	0	0	0	0	6	0	0
gene-LOC111096900	0	0	0	0	0	0	0	0	0
gene-RIT2	0	0	0	0	0	0	0	0	0
gene-LOC102153101	0	0	0	0	0	0	0	0	0
gene-LOC119872716	0	0	0	0	0	0	0	0	0
gene-LOC111096901	0	0	0	0	0	0	0	0	0
gene-LOC119872586	0	0	0	0	0	0	0	0	0
gene-LOC119876411	0	1	1	0	0	0	0	0	0
gene-PIK3C3	3141	2659	2369	2287	1597	1905	2426	2147	2352
gene-LOC119872746	0	0	0	1	0	2	0	0	2
gene-LOC111096761	0	0	0	0	0	0	0	0	0
gene-LOC100683727	1	0	0	0	1	2	1	0	0
gene-LOC100683803	0	0	0	0	0	0	0	0	0
gene-LOC111096759	0	0	0	0	0	0	0	0	0
gene-LOC111096903	0	0	0	0	0	0	0	0	0
gene-LOC106559006	0	0	0	0	0	0	0	0	0
gene-LOC111096762	0	0	0	0	0	0	0	0	0
gene-LOC119872713	0	0	0	0	0	0	0	0	0
