sampleName	Breed.Type	Category	BIOSAM.ID	run.IDs	sampleName2	sampleName3	sampleName4	Source	AlignmentCenter	Note	includedInVCF	includedInAnalyses	effectiveAutosomalMeanCoverage	Sex	CNV.keep	SNP.keep
ACKR000001	Cocker Spaniel	Breed_Dogs	SAMN15625691	SRR12330404	FAM007075	12451		NHGRI	Michigan		YES	YES	18.91	Female	TRUE	TRUE
ACKR000002	Cocker Spaniel	Breed_Dogs	SAMN15625692	SRR12330403	FAM007076	12452		NHGRI	Michigan		YES	YES	18.4	Male	TRUE	TRUE
ACKR000003	Cocker Spaniel	Breed_Dogs	SAMN15625693	SRR12330292	FAM007077	12453		NHGRI	Michigan		YES	YES	26.3	Female	TRUE	TRUE
AESK000001	American Eskimo Dog	Breed_Dogs	SAMN15625694	SRR12330181	FAM007058	8380		NHGRI	Michigan		YES	YES	21.81	Male	TRUE	TRUE
AESK000002	American Eskimo Dog	Breed_Dogs	SAMN15625695	SRR12330084	FAM007068	10805		NHGRI	Michigan		YES	YES	17.62	Female	TRUE	TRUE
AESK000003	American Eskimo Dog	Breed_Dogs	SAMN15625696	SRR12330073	FAM007069	10809		NHGRI	Michigan		YES	YES	18.11	Female	TRUE	TRUE
AESK000004	American Eskimo Dog	Breed_Dogs	SAMN15625697	SRR12330062	FAM007301	15300		NHGRI	Uppsala		YES	YES	18.78	Male	TRUE	TRUE
AESK000005	American Eskimo Dog	Breed_Dogs	SAMN15625698	SRR12330051	FAM007302	15301		NHGRI	Uppsala		YES	YES	17.45	Male	TRUE	TRUE
AESK000006	American Eskimo Dog	Breed_Dogs	SAMN15625699	SRR12330040	FAM007303	15304		NHGRI	Uppsala		YES	YES	17.61	Male	TRUE	TRUE
AFFN000001	Affenpinscher	Breed_Dogs	SAMN15625700	SRR12330029	FAM007292	33500		NHGRI	Michigan		YES	YES	14.36	Female	TRUE	TRUE
AFFN000002	Affenpinscher	Breed_Dogs	SAMN15625701	SRR12330402	FAM007298	34310		NHGRI	Uppsala		NO	NO	10.1	Male	TRUE	FALSE
AFFN000003	Affenpinscher	Breed_Dogs	SAMN15625702	SRR12330391	FAM007299	34314		NHGRI	Uppsala		YES	YES	18.1	Female	TRUE	TRUE
AFFN000004	Affenpinscher	Breed_Dogs			AFP021	FAM005191		Helsinki	Helsinki		YES	YES	21.23	Female	TRUE	TRUE
AFFN000005	Affenpinscher	Breed_Dogs			AFP023	FAM005192		Helsinki	Helsinki		YES	YES	18.43	Male	TRUE	TRUE
AFFN000006	Affenpinscher	Breed_Dogs			AFP025	FAM005193		Helsinki	Helsinki		YES	YES	20.09	Male	TRUE	TRUE
AFGH000001	Afghan Hound	Breed_Dogs		CRR032998	FAM004108	YP170308-001		RIT	Michigan		YES	YES	19.65	Female	TRUE	TRUE
AFOX000001	American Foxhound	Breed_Dogs	SAMN15625703	SRR12330380	FAM007304	34454		NHGRI	Uppsala		YES	YES	17.77	Male	TRUE	TRUE
AFOX000002	American Foxhound	Breed_Dogs			AMK001A1	FAM006662		Helsinki	Helsinki		YES	YES	19.18	Male	TRUE	TRUE
AFOX000003	American Foxhound	Breed_Dogs			AMK002A1	FAM006663		Helsinki	Helsinki		YES	YES	16.67	Female	TRUE	TRUE
AFOX000004	American Foxhound	Breed_Dogs			AMK003A1	FAM006664		Helsinki	Helsinki		YES	YES	19.21	Male	TRUE	TRUE
AFOX000005	American Foxhound	Breed_Dogs			AMK004A1	FAM006665		Helsinki	Helsinki		YES	YES	19.41	Female	TRUE	TRUE
AFOX000006	American Foxhound	Breed_Dogs			AMK005A1	FAM006666		Helsinki	Helsinki		YES	YES	19.23	Male	TRUE	TRUE
AFOX000007	American Foxhound	Breed_Dogs			AMK006A1	FAM006667		Helsinki	Helsinki		YES	YES	22.12	Male	TRUE	TRUE
AHRT000001	American Hairless Terrier	Breed_Dogs	SAMN15625704	SRR12330369	FAM007305	1118		NHGRI	Uppsala		YES	YES	19.36	Male	TRUE	TRUE
AHRT000002	American Hairless Terrier	Breed_Dogs	SAMN15625705	SRR12330358	FAM007306	1121		NHGRI	Uppsala		YES	YES	15.93	Female	TRUE	TRUE
AHRT000003	American Hairless Terrier	Breed_Dogs	SAMN15625706	SRR12330347	FAM007307	1124		NHGRI	Uppsala		YES	YES	16.1	Female	TRUE	TRUE
AHRT000004	American Hairless Terrier	Breed_Dogs			AKT061	FAM005196		Helsinki	Helsinki		YES	YES	19.75	Female	TRUE	TRUE
AHRT000005	American Hairless Terrier	Breed_Dogs			AKT062	FAM005197		Helsinki	Helsinki		YES	YES	18	Male	TRUE	TRUE
AIRT000001	Airedale Terrier	Breed_Dogs			AT242	FAM005209		Helsinki	Helsinki		YES	YES	23.39	Male	TRUE	TRUE
AKBH000001	Akbash	Breed_Dogs		CRR032949	FAM004015	ZTD16061324		RIT	Michigan	Bolvadin / Afyonkarahisar	YES	YES	20.17	Female	TRUE	TRUE
AKBH000002	Akbash	Breed_Dogs		CRR032967	FAM004033	ZTD16061326		RIT	Michigan		YES	YES	19.69	Female	TRUE	TRUE
AKBH000003	Akbash	Breed_Dogs		CRR032980	FAM004046	ZTD16061325		RIT	Michigan	Sivrihisar/Eskisehir	YES	YES	20.34	Male	TRUE	TRUE
AKIN000001	Japanese Akita	Breed_Dogs			AI003	FAM005466		Bern	Bern		YES	YES	21.02	Female	TRUE	TRUE
AKIN000002	Japanese Akita	Breed_Dogs			AI005	FAM005467		Bern	Bern		YES	YES	17.82	Female	TRUE	TRUE
AKIT000001	American Akita	Breed_Dogs	SAMN15625707	SRR12330336	FAM007300	12758		NHGRI	Uppsala		YES	YES	18.2	Female	TRUE	TRUE
AKIT000002	Japanese Akita	Breed_Dogs			AKI132	FAM005194		Helsinki	Helsinki		YES	YES	18.55	Male	TRUE	TRUE
AKIT000003	Japanese Akita	Breed_Dogs			AKI142	FAM005195		Helsinki	Helsinki		YES	YES	21.94	Female	TRUE	TRUE
AKIT000004	American Akita	Breed_Dogs			AMA090	FAM005198		Helsinki	Helsinki		YES	YES	18.25	Male	TRUE	TRUE
AKIT000005	American Akita	Breed_Dogs			AMA091	FAM005199		Helsinki	Helsinki		YES	YES	19.31	Male	TRUE	TRUE
AKIT000006	American Akita	Breed_Dogs			AMA104	FAM005200		Helsinki	Helsinki		YES	YES	21.78	Male	TRUE	TRUE
AKIT000007	American Akita	Breed_Dogs			AMA136	FAM005201		Helsinki	Helsinki		YES	YES	21.76	Male	TRUE	TRUE
AKIT000008	American Akita	Breed_Dogs			AMA163	FAM005202		Helsinki	Helsinki		YES	YES	19.06	Female	TRUE	TRUE
AKIT000009	American Akita	Breed_Dogs			AE001	FAM005383		Bern	Bern		YES	YES	21.29	Female	TRUE	TRUE
ALDB000001	Alpine Dachsbracke	Breed_Dogs			AD001	FAM005547		Bern	Bern		YES	YES	19.31	Male	TRUE	TRUE
ALDB000002	Alpine Dachsbracke	Breed_Dogs			AD004	FAM005548		Bern	Bern		YES	YES	17.08	Male	TRUE	TRUE
ALDB000003	Alpine Dachsbracke	Breed_Dogs			AD010	FAM005549		Bern	Bern		YES	YES	16.96	Female	TRUE	TRUE
ALDB000004	Alpine Dachsbracke	Breed_Dogs			AD026	FAM005550		Bern	Bern		YES	YES	16.71	Female	TRUE	TRUE
ALDB000005	Alpine Dachsbracke	Breed_Dogs			AAK001A1	FAM006653		Helsinki	Helsinki		YES	YES	17.59	Female	TRUE	TRUE
ALDB000006	Alpine Dachsbracke	Breed_Dogs			AAK002A1	FAM006654		Helsinki	Helsinki		YES	YES	20.94	Male	TRUE	TRUE
ALDB000007	Alpine Dachsbracke	Breed_Dogs			AAK005A1	FAM006655		Helsinki	Helsinki		YES	YES	18.9	Female	TRUE	TRUE
AMAL000001	Alaskan Malamute	Breed_Dogs	SAMN15625708	SRR12330325	FAM007241	30099		NHGRI	Michigan		YES	YES	18.19	Female	TRUE	TRUE
AMAL000002	Alaskan Malamute	Breed_Dogs	SAMN19522718	SRR14750533	FAM006565	2-ADN7471		Rennes	Michigan		YES	YES	17.99	Female	TRUE	TRUE
AMAL000003	Alaskan Malamute	Breed_Dogs			AM006	FAM005471		Bern	Bern		YES	YES	19.75	Male	TRUE	TRUE
AMBD000001	American Bulldog	Breed_Dogs			AG001	FAM005384		Bern	Bern		YES	YES	19.43	Female	TRUE	TRUE
AMBD000002	American Bulldog	Breed_Dogs			ABI002A1	FAM006656		Helsinki	Helsinki		YES	YES	17.01	Female	TRUE	TRUE
AMBD000003	American Bulldog	Breed_Dogs			ABI005A1	FAM006657		Helsinki	Helsinki		YES	YES	17.67	Female	TRUE	TRUE
AMBD000004	American Bulldog	Breed_Dogs			ABI006A1	FAM006658		Helsinki	Helsinki		NO	NO	18.95	Male	TRUE	FALSE
AMBD000005	American Bulldog	Breed_Dogs			ABI007A1	FAM006659		Helsinki	Helsinki		YES	YES	17.85	Male	TRUE	TRUE
AMBD000006	American Bulldog	Breed_Dogs			ABI009A1	FAM006660		Helsinki	Helsinki		NO	NO	17.95	Female	TRUE	FALSE
AMBD000007	American Bulldog	Breed_Dogs			ABI012A1	FAM006661		Helsinki	Helsinki		YES	YES	18.16	Male	TRUE	TRUE
AMST000001	American Staffordshire Terrier	Breed_Dogs	SAMN15625709	SRR12330314	FAM007308	24030		NHGRI	Uppsala		YES	YES	17.46	Female	TRUE	TRUE
AMST000002	American Staffordshire Terrier	Breed_Dogs	SAMN15625710	SRR12330303	FAM007219	24262		NHGRI	Michigan		YES	YES	18.61	Male	TRUE	TRUE
AMST000003	American Staffordshire Terrier	Breed_Dogs	SAMN15625711	SRR12330291	FAM007239	29583		NHGRI	Michigan		YES	YES	20.41	Male	TRUE	TRUE
AMST000004	American Staffordshire Terrier	Breed_Dogs			AS003	FAM005390		Bern	Bern		NO	NO	17.63	Male	TRUE	FALSE
AMST000005	American Staffordshire Terrier	Breed_Dogs			AS004	FAM005391		Bern	Bern		YES	YES	18.96	Male	TRUE	TRUE
AMST000006	American Staffordshire Terrier	Breed_Dogs			AST173	FAM005208		Helsinki	Helsinki		YES	YES	20.68	Male	TRUE	TRUE
AMWS000001	American Water Spaniel	Breed_Dogs	SAMN15625712	SRR12330280	FAM007035	987		NHGRI	Michigan		YES	YES	19.38	Male	TRUE	TRUE
AMWS000002	American Water Spaniel	Breed_Dogs	SAMN15625713	SRR12330269	FAM007036	988		NHGRI	Michigan		YES	YES	19.94	Male	TRUE	TRUE
AMWS000003	American Water Spaniel	Breed_Dogs	SAMN15625714	SRR12330258	FAM007132	29580		NHGRI	Michigan		YES	YES	17.48	Female	TRUE	TRUE
AMWS000004	American Water Spaniel	Breed_Dogs			AVS002A1	FAM006671		Helsinki	Helsinki		YES	YES	17.61	Female	TRUE	TRUE
AMWS000005	American Water Spaniel	Breed_Dogs			AVS003A1	FAM006672		Helsinki	Helsinki		YES	YES	20.24	Male	TRUE	TRUE
AMWS000006	American Water Spaniel	Breed_Dogs			AVS001A1	FAM006815		Helsinki	Helsinki		YES	YES	20.77	Female	TRUE	TRUE
ANAT000001	Anatolian Shepherd Dog	Breed_Dogs	SAMN15625715	SRR12330247	FAM007309	7584		NHGRI	Uppsala		YES	YES	16.82	Male	TRUE	TRUE
ANAT000002	Anatolian Shepherd Dog	Breed_Dogs		CRR032775	FAM004084	YPi2998		KIZ	Michigan	Turkey	NO	NO	20.29	Male	TRUE	FALSE
ANAT000003	Anatolian Shepherd Dog	Breed_Dogs			AT001	FAM005392		Bern	Bern		YES	YES	19.66	Female	TRUE	TRUE
ANAT000004	Anatolian Shepherd Dog	Breed_Dogs			ATP001	FAM005210		Helsinki	Helsinki		YES	YES	21.62	Male	TRUE	TRUE
ANAT000005	Anatolian Shepherd Dog	Breed_Dogs	SAMN19522719	SRR14750392	FAM005924	2-ADN11820		Rennes	Michigan		YES	YES	17.25	Male	TRUE	TRUE
ANAT000006	Anatolian Shepherd Dog	Breed_Dogs	SAMN19522720	SRR14750403	FAM005931	2-ADN12241		Rennes	Michigan		YES	YES	16.83	Female	TRUE	TRUE
ANAT000007	Anatolian Shepherd Dog	Breed_Dogs	SAMN19522721	SRR14750414	FAM006586	2-ADN8782		Rennes	Michigan		YES	YES	20.54	Male	TRUE	TRUE
ANFH000001	Anglo-Francais hound	Mixed/Other	SAMN19522722	SRR14750423	FAM005978	3-ADN1954		Rennes	Michigan		YES	YES	17.88	Female	TRUE	TRUE
ANFH000002	Anglo-Francais hound	Mixed/Other	SAMN19522723	SRR14750434	FAM006518	3-ADN4034		Rennes	Michigan		YES	YES	16.96	Female	TRUE	TRUE
ANFH000003	Anglo-Francais hound	Mixed/Other	SAMN19522724	SRR14750293	FAM005898	3-ADN10402		Rennes	Michigan		YES	YES	19.08	Male	TRUE	TRUE
ANFH000004	Anglo-Francais hound	Mixed/Other	SAMN19522725	SRR14750304	FAM006584	3-ADN865		Rennes	Michigan		YES	YES	19.84	Male	TRUE	TRUE
APPZ000001	Appenzeller Sennenhund	Breed_Dogs			AP001	FAM005551		Bern	Bern		YES	YES	17.03	Male	TRUE	TRUE
APPZ000002	Appenzeller Sennenhund	Breed_Dogs			AP002	FAM005552		Bern	Bern		YES	YES	18.5	Male	TRUE	TRUE
APPZ000003	Appenzeller Sennenhund	Breed_Dogs			AP027	FAM005553		Bern	Bern		YES	YES	19.83	Female	TRUE	TRUE
APPZ000004	Appenzeller Sennenhund	Breed_Dogs			APZ032	FAM005204		Helsinki	Helsinki		YES	YES	18.01	Female	TRUE	TRUE
APPZ000005	Appenzeller Sennenhund	Breed_Dogs			APZ040	FAM005205		Helsinki	Helsinki		YES	YES	18.05	Male	TRUE	TRUE
APPZ000006	Appenzeller Sennenhund	Breed_Dogs			APZ041	FAM005206		Helsinki	Helsinki		YES	YES	17.39	Female	TRUE	TRUE
APPZ000007	Appenzeller Sennenhund	Breed_Dogs	SAMN19522726	SRR14750315	FAM005932	2-ADN12281		Rennes	Michigan		YES	YES	21.39	Male	TRUE	TRUE
APPZ000008	Appenzeller Sennenhund	Breed_Dogs	SAMN19522727	SRR14750446	FAM006543	2-ADN5442		Rennes	Michigan		YES	YES	18.72	Female	TRUE	TRUE
APPZ000009	Appenzeller Sennenhund	Breed_Dogs			AP003	FAM004600		Bern	Uppsala		YES	YES	18.26	Female	TRUE	TRUE
APPZ000010	Appenzeller Sennenhund	Breed_Dogs			AP019	FAM004601		Bern	Uppsala		YES	YES	17.18	Female	TRUE	TRUE
APPZ000011	Appenzeller Sennenhund	Breed_Dogs			AP025	FAM004602		Bern	Uppsala		YES	YES	17.43	Male	TRUE	TRUE
APPZ000012	Appenzeller Sennenhund	Breed_Dogs			AP030	FAM004603		Bern	Uppsala		YES	YES	17.88	Female	TRUE	TRUE
APPZ000013	Appenzeller Sennenhund	Breed_Dogs			AP035	FAM004604		Bern	Uppsala		YES	YES	18.86	Male	TRUE	TRUE
APPZ000014	Appenzeller Sennenhund	Breed_Dogs			AP042	FAM004605		Bern	Uppsala		YES	YES	17.71	Female	TRUE	TRUE
ARHO000001	Artois Hound	Breed_Dogs	SAMN19522728	SRR14750457	FAM005997	3-ADN3134		Rennes	Michigan		YES	YES	18.29	Female	TRUE	TRUE
ARHO000002	Artois Hound	Breed_Dogs	SAMN19522729	SRR14750468	FAM005998	3-ADN3138		Rennes	Michigan		YES	YES	18.19	Female	TRUE	TRUE
ARIE000001	Ariegeois	Breed_Dogs	SAMN19522730	SRR14750327	FAM006535	3-ADN4909		Rennes	Michigan		YES	YES	19.86	Male	TRUE	TRUE
ARIP000001	Ariege Pointer	Breed_Dogs	SAMN19522731	SRR14750338	FAM005892	2-ADN10050		Rennes	Michigan		YES	YES	17.96	Female	TRUE	TRUE
ARIP000002	Ariege Pointer	Breed_Dogs	SAMN19522732	SRR14750350	FAM005994	2-ADN2720		Rennes	Michigan		YES	YES	18.57	Male	TRUE	TRUE
ARIP000003	Ariege Pointer	Breed_Dogs	SAMN19522733	SRR14750481	FAM006551	2-ADN6341		Rennes	Michigan		YES	YES	21.12	Female	TRUE	TRUE
ARIP000004	Ariege Pointer	Breed_Dogs	SAMN19522734	SRR14750492	FAM006552	2-ADN6342		Rennes	Michigan		YES	YES	19.22	Male	TRUE	TRUE
ARIP000005	Ariege Pointer	Breed_Dogs	SAMN19522735	SRR14750503	FAM006553	2-ADN6343		Rennes	Michigan		YES	YES	19.69	Female	TRUE	TRUE
ARIP000006	Ariege Pointer	Breed_Dogs	SAMN19522736	SRR14750362	FAM006554	2-ADN6344		Rennes	Michigan		YES	YES	24.21	Male	TRUE	TRUE
ASKT000001	Silky Terrier	Breed_Dogs			SIT060A1	FAM005812		Helsinki	Helsinki		YES	YES	20.75	Male	TRUE	TRUE
ASKT000002	Silky Terrier	Breed_Dogs			SIT099A1	FAM005813		Helsinki	Helsinki		YES	YES	18.44	Male	TRUE	TRUE
ASKT000003	Silky Terrier	Breed_Dogs			SIT101A1	FAM005814		Helsinki	Helsinki		YES	YES	18.06	Female	TRUE	TRUE
AUCD000001	Australian Cattle Dog	Breed_Dogs	SAMN15625716	SRR12330236	FAM007030	887		NHGRI	Michigan		YES	YES	18.52	Male	TRUE	TRUE
AUCD000002	Australian Cattle Dog	Breed_Dogs	SAMN15625717	SRR12330225	FAM007062	9994		NHGRI	Michigan		YES	YES	18.64	Male	TRUE	TRUE
AUCD000003	Australian Cattle Dog	Breed_Dogs	SAMN15625718	SRR12330214	FAM007107	25269		NHGRI	Michigan		YES	YES	17.81	Female	TRUE	TRUE
AUCD000004	Australian Cattle Dog	Breed_Dogs			AC140	FAM005545		Bern	Bern		YES	YES	17.93	Male	TRUE	TRUE
AUCD000005	Australian Cattle Dog	Breed_Dogs			AC182	FAM005546		Bern	Bern		NO	NO	18.47	Female	TRUE	FALSE
AUPO000001	Auvergne Pointer	Breed_Dogs	SAMN19522737	SRR14750373	FAM005913	3-ADN11260		Rennes	Michigan		YES	YES	18.37	Male	TRUE	TRUE
AUPO000002	Auvergne Pointer	Breed_Dogs	SAMN19522738	SRR14750376	FAM005916	3-ADN11402		Rennes	Michigan		YES	YES	17.22	Female	TRUE	TRUE
AUPO000003	Auvergne Pointer	Breed_Dogs	SAMN19522739	SRR14750377	FAM005951	4-ADN13052_1		Rennes	Michigan		YES	YES	20.6	Male	TRUE	TRUE
AUPO000004	Auvergne Pointer	Breed_Dogs	SAMN19522740	SRR14750378	FAM006574	3-ADN8149		Rennes	Michigan		YES	YES	17.78	Female	TRUE	TRUE
AUPO000005	Auvergne Pointer	Breed_Dogs	SAMN19522741	SRR14750379	FAM006610	4-ADNPR3658_1		Rennes	Michigan		YES	YES	20.55	Male	TRUE	TRUE
AUPO000006	Auvergne Pointer	Breed_Dogs	SAMN19522742	SRR14750381	FAM006616	3-ADNPR4232_1		Rennes	Michigan		YES	YES	19.95	Male	TRUE	TRUE
AUSK000001	Australian Kelpie	Breed_Dogs			AK003	FAM005468		Bern	Bern		YES	YES	19.46	Female	TRUE	TRUE
AUSK000002	Australian Kelpie	Breed_Dogs			AK004	FAM005469		Bern	Bern		YES	YES	18.99	Male	TRUE	TRUE
AUSK000003	Australian Kelpie	Breed_Dogs			AK020	FAM005470		Bern	Bern		YES	YES	17.38	Female	TRUE	TRUE
AUSK000004	Australian Kelpie	Breed_Dogs			AUK077	FAM005211		Helsinki	Helsinki		YES	YES	20.82	Female	TRUE	TRUE
AUSK000005	Australian Kelpie	Breed_Dogs			AUK124	FAM005212		Helsinki	Helsinki		YES	YES	19.94	Male	TRUE	TRUE
AUSK000006	Australian Kelpie	Breed_Dogs			AUK177	FAM005213		Helsinki	Helsinki		YES	YES	21.4	Female	TRUE	TRUE
AUSS000001	Australian Shepherd	Breed_Dogs	SAMN15625719	SRR12330203	FAM007130	29479		NHGRI	Michigan		YES	YES	20.25	Male	TRUE	TRUE
AUSS000002	Australian Shepherd	Breed_Dogs			AU094	FAM005554		Bern	Bern		YES	YES	17.67	Female	TRUE	TRUE
AUSS000003	Australian Shepherd	Breed_Dogs			APK393	FAM005203		Helsinki	Helsinki		YES	YES	21.7	Male	TRUE	TRUE
AUST000001	Australian Terrier	Breed_Dogs	SAMN15625720	SRR12330192	FAM007310	8663		NHGRI	Uppsala		YES	YES	16.34	Female	TRUE	TRUE
AUST000002	Australian Terrier	Breed_Dogs	SAMN15625721	SRR12330180	FAM007247	30508		NHGRI	Michigan		YES	YES	22.02	Male	TRUE	TRUE
AUST000003	Australian Terrier	Breed_Dogs			AUT225	FAM005214		Helsinki	Helsinki		YES	YES	21.93	Female	TRUE	TRUE
AUST000004	Australian Terrier	Breed_Dogs			AUT309	FAM005215		Helsinki	Helsinki		YES	YES	22.63	Male	TRUE	TRUE
AUST000005	Australian Terrier	Breed_Dogs			AUT427	FAM005216		Helsinki	Helsinki		YES	YES	18.22	Male	TRUE	TRUE
AZWK000001	Azawakh	Breed_Dogs		CRR032776	FAM004085	YPi2999		KIZ	Michigan	Niger	YES	YES	20.74	Male	FALSE	FALSE
BAND000001	Bandog	Mixed/Other			FAM009501	4299		Cornell	Uppsala		YES	YES	18.98	Male	TRUE	TRUE
BANO000001	Basset Artesien Normand	Breed_Dogs	SAMN19522743	SRR14750382	FAM005915	3-ADN1137		Rennes	Michigan		YES	YES	23.16	Male	TRUE	TRUE
BANO000002	Basset Artesien Normand	Breed_Dogs	SAMN19522744	SRR14750383	FAM005979	3-ADN2075		Rennes	Michigan		YES	YES	18.45	Female	TRUE	TRUE
BANO000003	Basset Artesien Normand	Breed_Dogs	SAMN19522745	SRR14750384	FAM005984	2-ADN2257		Rennes	Michigan		YES	YES	17.87	Male	TRUE	TRUE
BANO000004	Basset Artesien Normand	Breed_Dogs	SAMN19522746	SRR14750385	FAM006529	3-ADN4432		Rennes	Michigan		YES	YES	20.36	Male	TRUE	TRUE
BANO000005	Basset Artesien Normand	Breed_Dogs			BAN001A1	FAM006673		Helsinki	Helsinki		YES	YES	17.46	Female	TRUE	TRUE
BANO000006	Basset Artesien Normand	Breed_Dogs			BAN002A1	FAM006674		Helsinki	Helsinki		YES	YES	16.95	Female	TRUE	TRUE
BASS000001	Basset Hound	Breed_Dogs	SAMN15625722	SRR12330169	FAM007067	10376		NHGRI	Michigan		YES	YES	19.22	Female	TRUE	TRUE
BASS000002	Basset Hound	Breed_Dogs	SAMN15625723	SRR12330158	FAM007081	12885		NHGRI	Michigan		YES	YES	21.96	Male	TRUE	TRUE
BASS000003	Basset Hound	Breed_Dogs	SAMN15625724	SRR12330147	FAM007084	13196		NHGRI	Michigan		YES	YES	17.92	Female	TRUE	TRUE
BASS000004	Basset Hound	Breed_Dogs			BH001	FAM005394		Bern	Bern		YES	YES	17.89	Male	TRUE	TRUE
BASS000005	Basset Hound	Breed_Dogs			BH047	FAM005232		Helsinki	Helsinki		YES	YES	17.89	Male	TRUE	TRUE
BASS000006	Basset Hound	Breed_Dogs			BH083	FAM005233		Helsinki	Helsinki		YES	YES	17.1	Male	TRUE	TRUE
BASS000007	Basset Hound	Breed_Dogs	SAMN19522747	SRR14750386	FAM006597	2-ADN9413		Rennes	Michigan		YES	YES	20.91	Female	TRUE	TRUE
BBLS000001	White Swiss Shepherd Dog	Breed_Dogs			BB005	FAM005472		Bern	Bern		YES	YES	18.34	Female	TRUE	TRUE
BBLS000002	White Swiss Shepherd Dog	Breed_Dogs			BB037	FAM005473		Bern	Bern		YES	YES	18.78	Male	TRUE	TRUE
BBLS000003	White Swiss Shepherd Dog	Breed_Dogs			BB042	FAM005474		Bern	Bern		YES	YES	19.21	Female	TRUE	TRUE
BEAU000001	Beauceron	Breed_Dogs	SAMN15625725	SRR12330136	FAM007133	29598		NHGRI	Michigan		YES	YES	17.73	Female	TRUE	TRUE
BEAU000002	Belgian Tervuren	Breed_Dogs	SAMN15625726	SRR12330125	FAM007163	33058		NHGRI	Michigan		YES	YES	17.51	Male	TRUE	TRUE
BEAU000003	Beauceron	Breed_Dogs			BF001	FAM005393		Bern	Bern		YES	YES	18.74	Male	TRUE	TRUE
BEAU000004	Beauceron	Breed_Dogs			BE100	FAM005225		Helsinki	Helsinki		YES	YES	18.26	Female	TRUE	TRUE
BEAU000005	German shepherd mix	Mixed/Other	SAMN19522748	SRR14750387	FAM005895	2-ADN10277		Rennes	Michigan		YES	YES	17.09	Male	TRUE	TRUE
BEAU000006	Beauceron	Breed_Dogs	SAMN19522749	SRR14750388	FAM005914	2-ADN11263		Rennes	Michigan		YES	YES	17.1	Female	TRUE	TRUE
BEAU000007	German shepherd mix	Mixed/Other	SAMN19522750	SRR14750509	FAM006622	2-ADNPR4615		Rennes	Michigan		YES	YES	19.47	Male	TRUE	TRUE
BEDT000001	Bedlington Terrier	Breed_Dogs	SAMN15625727	SRR12330114	FAM007234	27328		NHGRI	Michigan		YES	YES	18.59	Male	TRUE	TRUE
BEDT000002	Bedlington Terrier	Breed_Dogs	SAMN15625728	SRR12330104	FAM007311	28914		NHGRI	Uppsala		NO	NO	10.75	Male	TRUE	FALSE
BEDT000003	Bedlington Terrier	Breed_Dogs	SAMN15625729	SRR12330093	FAM007312	31124		NHGRI	Uppsala		YES	YES	16.43	Male	TRUE	TRUE
BEDT000004	Bedlington Terrier	Breed_Dogs	SAMN15625730	SRR12330085	FAM007287	33486		NHGRI	Michigan		YES	YES	18.67	Male	TRUE	TRUE
BEDT000005	Bedlington Terrier	Breed_Dogs	SAMN15625731	SRR12330083	FAM007294	33606		NHGRI	Michigan		YES	YES	20.37	Male	TRUE	TRUE
BEDT000006	Bedlington Terrier	Breed_Dogs			BT117	FAM005271		Helsinki	Helsinki		YES	YES	21.7	Male	TRUE	TRUE
BEDT000007	Bedlington Terrier	Breed_Dogs			BT118	FAM005272		Helsinki	Helsinki		YES	YES	17.9	Male	TRUE	TRUE
BEDT000008	Bedlington Terrier	Breed_Dogs			BT122	FAM005273		Helsinki	Helsinki		YES	YES	17.35	Male	TRUE	TRUE
BELS000001	Belgian Sheepdog	Breed_Dogs	SAMN15625732	SRR12330082	FAM007143	30647		NHGRI	Michigan		YES	YES	20.22	Male	TRUE	TRUE
BELS000002	Belgian Sheepdog	Breed_Dogs	SAMN15625733	SRR12330081	FAM007152	31144		NHGRI	Michigan		YES	YES	18.62	Female	TRUE	TRUE
BELS000003	Belgian Sheepdog	Breed_Dogs			BPG023	FAM005245		Helsinki	Helsinki		YES	YES	22.04	Male	TRUE	TRUE
BERG000001	Bergamasco Sheepdog	Breed_Dogs			BMH001	FAM005397		Bern	Bern		YES	YES	16.98	Female	TRUE	TRUE
BERG000002	Bergamasco Sheepdog	Breed_Dogs			BMH004	FAM005398		Bern	Bern		YES	YES	17.06	Female	TRUE	TRUE
BERG000003	Bergamasco Sheepdog	Breed_Dogs			BMH005	FAM005399		Bern	Bern		YES	YES	18.11	Female	TRUE	TRUE
BERG000004	Bergamasco Sheepdog	Breed_Dogs			BMH007	FAM005400		Bern	Bern		YES	YES	17.12	Female	TRUE	TRUE
BERG000005	Bergamasco Sheepdog	Breed_Dogs			BMH010	FAM005401		Bern	Bern		YES	YES	18.01	Male	TRUE	TRUE
BERG000006	Bergamasco Sheepdog	Breed_Dogs			BMH011	FAM005402		Bern	Bern		YES	YES	18.06	Female	TRUE	TRUE
BFDB000001	Basset Fauve de Bretagne	Breed_Dogs			BB086	FAM005221		Helsinki	Helsinki		YES	YES	18.38	Female	TRUE	TRUE
BFDB000002	Basset Fauve de Bretagne	Breed_Dogs			BB096	FAM005222		Helsinki	Helsinki		YES	YES	21.48	Male	TRUE	TRUE
BFDB000003	Basset Fauve de Bretagne	Breed_Dogs			BB097	FAM005223		Helsinki	Helsinki		YES	YES	21.14	Female	TRUE	TRUE
BFDB000004	Unknown	Breed_Dogs	SAMN19522751	SRR14750510	FAM005912	2-ADN11231		Rennes	Michigan		YES	NO	18.87	Male	TRUE	FALSE
